label,el_bill_1,el_bill_0.5,el_bill_0.1,el_bill_0,gas_bill,el_em,gas_em,Q2grid,Qfrom_grid,Qpv,Qload,Q4sh,Q4dhw,Qaux,peak_load,peak_export,el_bill_jan_1,el_bill_jan_0.5,el_bill_jan_0.1,el_bill_jan_0,gas_bill_jan,el_em_jan,gas_em_jan,spf_jan,opp_import,opp_export,import_in,export_in,COP_min,COP_median,COP_max,unmet,cost
383,2546,2546,2546,2546,0,2574.942121,0,0,6364.049475,0,6363.965083,2444.336934,715.2168582,452.7,5.356960488,0,55.6,55.6,55.6,55.6,0,56.48256435,0,2.466121165,2.657312216,0.080920356,88,8760,2.363877618,2.363877618,4.719413215,1349.6,9050
384,2341.6,2429.09,2499.12,2516.91,0,2580.508677,0,372.3987277,6226.26511,1039.880734,6649.967687,2440.771931,764.6344652,0,4.99862223,0.699360648,48.8,49.27,49.34,49.74,0,50.44827525,0,2.560187052,2.33657278,-0.58989379,74,8746,2.516980923,2.517235972,13.14113252,1416.4,8899.242424
385,2019.6,2258.43,2449.65,2497.59,0,2523.052816,0,1016.392336,6065.843668,2079.747294,6649.967687,2440.771931,764.6344652,0,4.99862223,1.492399972,47.2,48.14,48.68,49.08,0,49.73330024,0,2.560187052,2.306008054,-1.276833034,69,8741,2.516980923,2.517235972,13.14113252,1416.4,11323.48485
386,1358.4,1692.17,1959.13,2026.27,0,2019.01187,0,1420.174319,4816.044805,2599.674461,5401.413323,1276.337112,659.0649207,0,4.99862223,1.9003679,28.8,30.28,31.62,32.09,0,32.25743263,0,2.553641363,2.282973295,-1.615228485,65,8738,2.471983407,2.517235972,12.76897905,1319.4,12410.60606
387,1567.2,1817.31,2017.46,2067.75,0,2092.149683,0,1064.057097,4982.4748,2079.747294,5520.758027,1245.947407,785.8493291,0,4.99862223,1.492399972,31.6,32.61,33.55,33.95,0,34.15630916,0,2.585897942,2.251953144,-1.273443786,66,8739,2.471983407,2.517235972,5.204026354,1318.8,11323.48485
388,1373.6,1707.84,1975.27,2042.41,0,2040.853221,0,1422.420221,4856.228102,2599.674461,5438.35366,1233.265316,810.6270533,0,4.99862223,1.9003679,31.2,32.68,34.02,34.49,0,34.79467666,0,2.586119998,2.167216639,-1.61525268,65,8737,2.471983407,2.517235972,8.763519151,1324.4,12673.10606
389,1995.2,2231.68,2421.02,2468.49,0,2486.136325,0,1006.031953,5994.690999,2079.747294,6588.716108,2498.0529,654.0519176,0,4.99862223,1.492399972,46.4,47.34,47.88,48.28,0,48.85308744,0,2.546198167,2.487945941,-1.28206445,70,8742,2.516980923,2.517235972,12.76897903,1413.2,11198.48485
390,1534.8,1784.84,1984.59,2034.88,0,2056.937262,0,1063.170804,4900.669964,2079.747294,5438.35366,1233.265316,810.6270533,0,4.99862223,1.492399972,32.4,33.41,34.35,34.75,0,34.91610336,0,2.586119998,2.167219298,-1.273462788,66,8738,2.471983407,2.517235972,8.763519151,1324.4,11460.98485
391,2476.8,2503.12,2523.87,2529.44,0,2595.154082,0,111.1584165,6303.596842,519.9403246,6588.716108,2498.0529,654.0519176,0,4.99862223,0.302845448,48.8,48.87,48.87,49.27,0,50.01252778,0,2.546198167,2.529555774,-0.256340468,81,8753,2.516980923,2.517235972,12.76897903,1413.2,7562.121212
392,1857.2,1948.85,2022.17,2040.5,0,2103.862213,0,389.8943951,5032.976832,1039.880734,5438.35366,1233.265316,810.6270533,0,4.99862223,0.699360648,33.6,34.07,34.14,34.54,0,35.26688701,0,2.586119998,2.16874817,-0.590981409,72,8744,2.471983407,2.517235972,8.763519151,1324.4,9036.742424
393,1858.4,2179.95,2437.44,2501.83,0,2504.362237,0,1368.218079,6014.274485,2599.674461,6649.967687,2440.771931,764.6344652,0,4.99862223,1.9003679,46.4,47.41,48.35,48.75,0,49.41299921,0,2.560187052,2.305825244,-1.617140342,67,8740,2.516980923,2.517235972,13.14113252,1416.4,12535.60606
394,2306.8,2394.22,2463.85,2481.64,0,2542.52592,0,371.6735947,6138.595803,1039.880734,6561.74699,2423.831205,797.1544948,0,4.99862223,0.699360648,49.6,50.07,50.07,50.54,0,51.24920188,0,2.556852434,2.320933881,-0.59338769,74,8746,2.516980923,2.517235972,8.763519141,1415.9,9036.742424
395,1519.6,1769.24,1968.99,2019.21,0,2035.631281,0,1062.455073,4861.955718,2079.747294,5401.413323,1276.337112,659.0649207,0,4.99862223,1.492399972,29.6,30.61,31.55,31.95,0,32.39910648,0,2.553641363,2.287666189,-1.273462788,67,8740,2.471983407,2.517235972,12.76897905,1319.4,11198.48485
396,1985.2,2223.49,2413.91,2461.78,0,2484.484311,0,1013.758718,5976.342141,2079.747294,6561.74699,2423.831205,797.1544948,0,4.99862223,1.492399972,48,48.94,49.41,49.88,0,50.4996781,0,2.556852434,2.282897004,-1.279907749,69,8741,2.516980923,2.517235972,8.763519141,1415.9,11460.98485
397,1890,1981.65,2054.97,2073.3,0,2138.975653,0,389.9635903,5113.996899,1039.880734,5520.758027,1245.947407,785.8493291,0,4.99862223,0.699360648,32.8,33.27,33.34,33.74,0,34.51842578,0,2.585897942,2.268695072,-0.589884646,72,8744,2.471983407,2.517235972,5.204026354,1318.8,8899.242424
398,2501.2,2527.52,2548.27,2553.84,0,2628.532666,0,111.1503983,6364.797854,519.9403246,6649.967687,2440.771931,764.6344652,0,4.99862223,0.302845448,49.6,49.67,49.67,50.07,0,50.90448435,0,2.560187052,2.350277084,-0.252792589,80,8752,2.516980923,2.517235972,13.14113252,1416.4,7687.121212
399,2317.2,2404.15,2473.71,2491.1,0,2546.202547,0,369.636382,6162.406231,1039.880734,6588.716108,2498.0529,654.0519176,0,4.99862223,0.699360648,47.6,48.07,48.14,48.54,0,49.56023343,0,2.546198167,2.514703256,-0.596097957,75,8747,2.516980923,2.517235972,12.76897903,1413.2,8774.242424
400,2049.6,2076.93,2098.95,2104.59,0,2182.726656,0,116.5962126,5240.895348,519.9403246,5520.758027,1245.947407,785.8493291,0,4.99862223,0.302845448,33.6,33.67,33.67,34.07,0,34.87274925,0,2.585897942,2.243438466,-0.252681211,79,8751,2.471983407,2.517235972,5.204026354,1318.8,7687.121212
401,1823.6,2142.73,2397.94,2461.86,0,2462.710992,0,1357.061484,5916.59097,2599.674461,6561.74699,2423.831205,797.1544948,0,4.99862223,1.9003679,47.2,48.21,49.08,49.55,0,50.16462391,0,2.556852434,2.269932027,-1.621168658,67,8740,2.516980923,2.517235972,8.763519141,1415.9,12673.10606
402,1834.4,2150.71,2403.64,2467.02,0,2463.190348,0,1345.902154,5931.64511,2599.674461,6588.716108,2498.0529,654.0519176,0,4.99862223,1.9003679,45.6,46.61,47.55,47.95,0,48.53797404,0,2.546198167,2.478172082,-1.621168658,68,8740,2.516980923,2.517235972,12.76897903,1413.2,12410.60606
403,2466.8,2493.12,2513.87,2519.44,0,2590.851335,0,111.4990965,6278.159429,519.9403246,6561.74699,2423.831205,797.1544948,0,4.99862223,0.302845448,50.4,50.47,50.47,50.87,0,51.72418288,0,2.556852434,2.32383754,-0.254953135,80,8752,2.516980923,2.517235972,8.763519141,1415.9,7824.621212
404,1405.6,1740.24,2007.67,2074.88,0,2075.93842,0,1423.029872,4937.766968,2599.674461,5520.758027,1245.947407,785.8493291,0,4.99862223,1.9003679,30.4,31.88,33.22,33.69,0,34.03062912,0,2.585897942,2.236497374,-1.610524166,65,8737,2.471983407,2.517235972,5.204026354,1318.8,12535.60606
405,2017.2,2044.93,2067.02,2072.66,0,2147.689381,0,117.1063874,5160.433245,519.9403246,5438.35366,1233.265316,810.6270533,0,4.99862223,0.302845448,34.4,34.47,34.47,34.87,0,35.61626394,0,2.586119998,2.169513585,-0.252792589,79,8751,2.471983407,2.517235972,8.763519151,1324.4,7824.621212
406,2002,2029.73,2051.82,2057.46,0,2126.891091,0,117.2760216,5122.568463,519.9403246,5401.413323,1276.337112,659.0649207,0,4.99862223,0.302845448,32,32.07,32.07,32.47,0,33.15075311,0,2.553641363,2.295218191,-0.256340468,80,8752,2.471983407,2.517235972,12.76897905,1319.4,7562.121212
407,1842,1933.72,2007.04,2025.77,0,2083.014781,0,390.1541384,4995.198688,1039.880734,5401.413323,1276.337112,659.0649207,0,4.99862223,0.699360648,31.2,31.67,31.74,32.14,0,32.78972995,0,2.553641363,2.294133189,-0.596097957,73,8746,2.471983407,2.517235972,12.76897905,1319.4,8774.242424
408,1418.4,1418.4,1418.4,1418.4,0,1478.424055,0,0,3545.178737,1036.532283,4224.547935,208.6817615,765.404883,498.75,4.907402955,0,22.4,22.4,22.4,22.4,0,22.92835915,0,2.714173353,1.870302565,0,88,8760,2.363877618,2.798644755,4.888821049,405.9,17375
409,1678.8,1678.8,1678.8,1678.8,0,1708.654465,0,0,4196.643785,0,4196.57324,197.7016349,840.6603141,406.5,5.356960488,0,24,24,24,24,0,24.5654526,0,2.682268551,1.966108076,0.080920356,88,8760,2.363877618,2.795734084,4.982727163,405,9312.5
410,1813.6,1813.6,1813.6,1813.6,0,1866.381238,0,0,4533.405838,517.5254885,4899.066278,934.9056867,757.0493005,455.4,5.356960488,0,30,30,30,30,0,30.6329949,0,2.536718045,2.345937919,0,88,8760,2.169760959,2.363877618,4.982264381,861.9,18112.5
411,1872,1872,1872,1872,0,1904.210792,0,0,4679.792066,0,4679.807183,940.8525009,621.9933918,365.25,5.356960488,0,30.4,30.4,30.4,30.4,0,30.98678505,0,2.537493653,2.35203451,0.080920356,88,8760,2.363877618,2.425418921,5.369592968,856.5,11575
412,1803.2,1803.2,1803.2,1803.2,0,1858.630127,0,0,4507.732165,517.5913491,4872.779845,945.8341489,703.3344049,471.9,5.356960488,0,28.8,28.8,28.8,28.8,0,29.49948929,0,2.510180305,2.245097097,0,88,8760,2.363877618,2.363877618,4.906378245,866.2,17975
413,1553.6,1553.6,1553.6,1553.6,0,1607.575171,0,0,3883.538441,517.8352519,4245.162932,212.3189693,772.6326719,508.5,4.907402955,0,22.4,22.4,22.4,22.4,0,22.86895523,0,2.689234206,1.870302565,0,88,8760,2.363877618,2.80436364,5.188385159,404.8,16175
414,1420.8,1420.8,1420.8,1420.8,0,1481.570854,0,0,3551.445074,1036.480034,4230.925535,212.2552775,760.4089668,506.55,4.907402955,0,22.4,22.4,22.4,22.4,0,22.92798994,0,2.714535861,1.819321739,0,88,8760,2.363877618,2.802866609,5.068178509,406.2,17375
415,1116.8,1442.98,1703.9,1769.16,0,1738.31756,0,1387.808538,4179.500036,2592.28498,4788.328872,942.9800092,639.1375719,454.5,5.356960488,1.882283899,26,27.41,28.42,28.82,0,29.00261441,0,2.50701443,2.198728152,-1.614927492,65,8737,2.363877618,2.457250428,5.152076356,864.3,13175
416,1404,1436.97,1463.29,1470.27,0,1516.667268,0,140.9966629,3650.983119,2073.655913,4823.883694,944.81895,682.0034533,445.35,5.356960488,1.372358807,26.8,26.8,26.8,26.8,0,27.63603593,0,2.507025635,2.083752163,-1.223301424,85,8757,2.363877618,2.448634873,4.889470748,870.3,19775
417,1320.8,1563.39,1757.5,1806.31,0,1802.08363,0,1032.448283,4334.639766,2073.689046,4896.18799,951.0249003,681.8017987,511.65,5.356960488,1.480561621,26.4,27.41,28.28,28.75,0,29.22487599,0,2.501257759,2.278212138,-1.27497796,68,8740,2.363877618,2.486180396,5.239956934,861.9,11850
418,1155.6,1189.98,1217.71,1224.69,0,1268.733803,0,146.8146508,3035.581601,2073.89206,4212.315381,209.8266844,765.2274056,485.55,4.907402955,1.343941071,20.8,20.8,20.8,20.8,0,21.17543652,0,2.681575478,1.870302565,-1.223301424,84,8757,2.363877618,2.969986713,5.01024814,405.2,19775
419,1288.4,1530.99,1725.03,1773.91,0,1766.793092,0,1032.173101,4253.441888,2073.500183,4815.107258,931.0139073,704.1320594,428.25,5.356960488,1.480439741,27.6,28.61,29.48,29.95,0,30.0631687,0,2.536896761,2.316528423,-1.272103653,67,8739,2.363877618,2.436536928,4.989430718,866.8,12112.5
420,1149.2,1184.05,1212.18,1219.23,0,1262.642546,0,148.0561196,3021.172836,2073.846432,4196.713411,212.5258701,753.0762505,479.4,4.907402955,1.343941071,20.8,20.8,20.8,20.8,0,21.18502496,0,2.671423552,1.867357016,-1.224653932,84,8757,2.363877618,2.95654664,5.33729156,405,19775
421,1402.8,1407.57,1411.33,1412.67,0,1463.149877,0,20.22195813,3527.020035,2073.738946,4847.687688,954.3533585,655.6230386,486,5.356960488,1.202110252,26.8,26.8,26.8,26.8,0,27.52957325,0,2.50767791,2.020302565,-0.939017511,87,8759,2.363877618,2.4542505,5.309215657,860.2,21450
422,1865.2,1865.2,1865.2,1865.2,0,1895.446194,0,0,4662.418741,0,4662.401333,938.553838,603.7362044,368.4,5.356960488,0,30.4,30.4,30.4,30.4,0,31.15877104,0,2.541055165,2.128212138,0.080920356,88,8760,2.363877618,2.43103741,5.250112277,860.3,11575
423,1032.8,1277.74,1473.73,1523.01,0,1513.836913,0,1042.743223,3624.545555,2073.849347,4176.460318,210.3256342,739.6733931,474.75,4.907402955,1.480537115,20,21.01,21.88,22.35,0,22.30048701,0,2.671423552,1.907220099,-1.270437662,66,8739,2.363877618,2.969076458,5.463706729,404.3,11975
424,1814,1839.92,1860.6,1866.17,0,1912.202202,0,110.6578967,4645.448358,517.6019122,4926.932287,963.4074228,766.3135734,445.5,5.356960488,0.299658869,29.6,29.67,29.67,30.07,0,30.82030088,0,2.536383032,2.233541581,-0.254243541,82,8754,2.169760959,2.400859264,5.356977739,859.1,8375
425,1815.6,1815.6,1815.6,1815.6,0,1868.094741,0,0,4538.125414,517.521763,4895.947509,932.996749,756.4394697,454.8,5.356960488,0,30,30,30,30,0,30.61684808,0,2.536718045,2.357040046,0,88,8760,2.169760959,2.363877618,4.982264381,861.2,16312.5
426,1662.8,1662.8,1662.8,1662.8,0,1723.29554,0,0,4156.073877,1036.285412,4854.568655,943.116798,686.4905662,473.25,5.356960488,0,29.6,29.6,29.6,29.6,0,30.38792898,0,2.542912558,2.114537179,0,88,8760,2.363877618,2.403003461,4.898613258,859.5,19175
427,1800.4,1825.85,1846.46,1851.63,0,1892.914088,0,108.8625201,4609.917755,517.5329591,4892.958658,932.1081793,750.7391879,458.4,5.356960488,0.299612936,29.6,29.67,29.67,30.07,0,30.72559625,0,2.536718045,2.418459528,-0.25243724,81,8754,2.169760959,2.363877618,4.982264381,860,8512.5
428,1921.6,1921.6,1921.6,1921.6,0,1955.473392,0,0,4803.241935,0,4803.352539,962.6146238,713.5766248,375.45,5.356960488,0,30.8,30.8,30.8,30.8,0,31.48288496,0,2.514297132,2.185602149,0.080920356,88,8760,2.17988105,2.366390107,4.887660544,859.9,7975
429,1808,1834.32,1855,1860.64,0,1906.582094,0,111.1035063,4631.318202,517.6003334,4912.37971,971.206924,744.2614953,445.2,5.356960488,0.299672244,29.6,29.67,29.67,30.07,0,30.84395389,0,2.531512952,2.198728152,-0.254926172,82,8754,2.363877618,2.397287844,5.113735255,861.8,8375
430,1322.8,1565.39,1759.5,1808.31,0,1806.240942,0,1032.281174,4339.795735,2073.746304,4901.564563,977.1975697,697.0057021,475.65,5.356960488,1.480622938,26,27.01,27.88,28.35,0,28.69670856,0,2.479061438,2.202810096,-1.275880388,68,8740,2.363877618,2.523801326,5.686990569,852.1,11850
431,1406.8,1440.64,1467.43,1474.48,0,1520.092688,0,143.2343816,3660.816159,2073.628598,4830.158767,943.9444588,673.8530172,460.65,5.356960488,1.372358807,27.6,27.6,27.6,27.6,0,28.16496527,0,2.504111737,1.988365081,-1.221317023,85,8757,2.363877618,2.449116229,5.225174763,865,19775
432,1018.8,1050.83,1076.61,1083.19,0,1119.008316,0,136.1487699,2683.366427,2592.655562,4227.442626,226.8731422,722.508193,526.35,4.907402955,1.6381293,19.6,19.67,19.67,20.07,0,20.15206254,0,2.673652332,1.783752163,-1.54143243,85,8757,2.363877618,2.98477482,5.286809834,406.5,22650
433,1265.6,1346.91,1411.84,1428.22,0,1456.842115,0,345.8779142,3509.670094,2592.233219,4825.840661,933.0400197,717.4893502,423.6,5.357255812,1.811015719,26.8,26.87,26.87,27.27,0,27.74465156,0,2.539551645,2.113382754,-1.593840279,83,8755,2.369859397,2.488426853,4.994812237,861.9,21112.5
434,1640.8,1640.8,1640.8,1640.8,0,1670.392733,0,0,4101.480194,0,4101.557017,202.4150129,725.3307131,422.1,4.907402955,0,22.8,22.8,22.8,22.8,0,23.41517207,0,2.671057734,1.807739388,0.080920356,88,8760,2.363877618,2.788173135,5.248459185,408.7,9175
435,1404.8,1438.17,1464.56,1471.54,0,1517.040484,0,141.7019832,3653.98315,2073.524136,4823.262494,931.1909979,711.0602056,429.3,5.356960488,1.342196925,28.4,28.4,28.4,28.4,0,28.82342488,0,2.538111408,2.124976635,-1.223149344,85,8757,2.363877618,2.449116229,4.982942696,859.9,19912.5
436,1421.2,1454.64,1481.43,1488.41,0,1535.355109,0,142.2284854,3695.152768,2073.723789,4865.373067,956.7865974,657.2251783,499.65,5.356960488,1.33617675,28.4,28.4,28.4,28.4,0,28.97578585,0,2.521284972,2.109403452,-1.221187107,85,8757,2.363877618,2.449116229,5.027291733,863.3,19650
437,1910,1910,1910,1910,0,1940.370709,0,0,4774.538068,0,4774.43483,931.5775703,718.245969,372.9,5.356960488,0,30.4,30.4,30.4,30.4,0,30.9707841,0,2.527976161,2.354735882,0.080920356,88,8760,2.363877618,2.394321434,4.982727163,856.9,9312.5
438,1283.2,1524.31,1717.01,1765.42,0,1757.067759,0,1025.472366,4233.519523,2073.625791,4801.815757,942.6270959,657.4773707,450,5.356960488,1.480209198,26.4,27.41,28.28,28.75,0,29.25189583,0,2.504111737,2.23816662,-1.274977967,67,8740,2.363877618,2.440107988,4.888091163,855.4,11975
439,1624,1710.95,1780.51,1797.9,0,1828.332865,0,369.5405816,4429.255128,1036.299639,4850.528323,942.2746779,688.3923547,468.15,5.356960488,0.693163617,28,28.47,28.54,28.94,0,29.68907242,0,2.509240689,2.245097097,-0.589437887,75,8748,2.334268641,2.391494874,5.062112119,851.2,9575
440,1290.4,1531.98,1725.15,1773.56,0,1766.15838,0,1027.305445,4253.277544,2073.648476,4819.84647,942.4732678,672.511911,453.15,5.356960488,1.480429221,26.4,27.41,28.28,28.75,0,29.19667825,0,2.509041973,2.227501449,-1.273565675,67,8740,2.363877618,2.449116229,4.898543709,863.9,11975
441,1668,1668,1668,1668,0,1729.149324,0,0,4169.749801,1036.27462,4838.104496,945.7459114,676.9972936,463.65,5.356960488,0,28.4,28.4,28.4,28.4,0,29.0346412,0,2.50806569,2.113828417,0,88,8760,2.363877618,2.389382998,4.895332884,855.9,17375
442,1654.8,1741.28,1810.37,1827.76,0,1859.117376,0,367.155838,4504.668012,1036.214798,4928.068633,930.3249018,785.6824401,460.35,5.356960488,0.693076476,28.8,29.27,29.34,29.74,0,30.32857813,0,2.53657379,2.431958854,-0.587812514,75,8747,2.363877618,2.407239785,4.982749684,861.6,9712.5
443,1541.2,1567.52,1588.27,1593.84,0,1635.709085,0,111.4057837,3964.249637,517.8366217,4245.209403,215.6350161,775.063096,502.8,4.907402955,0.299733969,22.4,22.47,22.47,22.87,0,23.15987744,0,2.677856039,1.910482073,-0.25085026,81,8754,2.363877618,2.802756133,5.3416793,399.3,8375
444,1619.6,1706.62,1776.18,1793.97,0,1825.50186,0,370.7734521,4419.397442,1036.255305,4839.478574,942.0196961,685.3975873,460.35,5.356960488,0.693165945,28,28.47,28.54,28.94,0,29.6893566,0,2.509329314,2.341234902,-0.5917666,75,8748,2.363877618,2.388906122,5.168419808,865.4,9575
445,1712.4,1712.4,1712.4,1712.4,0,1777.158169,0,0,4280.021007,1036.362659,4948.508772,949.1518533,725.195628,522.45,5.356960488,0,29.6,29.6,29.6,29.6,0,30.32183369,0,2.505516402,2.266266819,0,88,8760,2.363877618,2.430494901,5.416351492,863.9,17250
446,1677.2,1677.2,1677.2,1677.2,0,1706.94189,0,0,4192.218312,0,4192.362052,210.2393649,779.0613966,451.35,4.907402955,0,23.2,23.2,23.2,23.2,0,23.51380963,0,2.667360351,1.878844662,0.080920356,88,8760,2.363877618,2.792779727,4.895932046,402.8,7975
447,879.2,1210.15,1475.16,1541.43,0,1508.831765,0,1408.149068,3606.735588,2592.470843,4196.152177,203.0573068,804.1335797,437.25,4.907402955,1.873544085,19.6,21.08,22.42,22.89,0,22.91606197,0,2.712973068,1.996573847,-1.60758179,63,8736,2.363877618,2.943248603,4.983024946,409.5,13312.5
448,1400.8,1434.17,1460.56,1467.54,0,1513.847321,0,141.2528633,3643.497787,2073.582811,4816.276613,944.9561246,670.6591973,448.95,5.356960488,1.342419993,27.6,27.6,27.6,27.6,0,28.16548581,0,2.504235654,2.042572091,-1.224653931,85,8757,2.363877618,2.449116229,4.892226574,864.1,19775
449,1813.6,1839.92,1860.67,1866.24,0,1911.110133,0,111.7070398,4645.573105,517.6587734,4925.971838,951.4013807,689.7591662,533.1,5.356960488,0.299731295,28.8,28.87,28.87,29.27,0,30.06090192,0,2.504965202,2.326642863,-0.254419056,82,8754,2.169760959,2.363877618,5.116504701,864.7,8250
450,1422,1511.37,1582.81,1601.07,0,1636.434349,0,380.982809,3935.987172,1036.591355,4346.450444,220.8960186,825.4431342,548.4,4.907402955,0.693212511,22,22.47,22.54,22.94,0,23.25698544,0,2.665725349,2.150392238,-0.585857391,75,8747,2.363877618,2.807669368,5.388059069,409.2,9450
451,1406.4,1439.37,1465.69,1472.67,0,1518.945628,0,140.1884588,3656.763808,2073.608324,4828.583043,945.7410874,677.9806648,453.15,5.356960488,1.343933556,27.6,27.6,27.6,27.6,0,28.16541194,0,2.504142699,2.053006669,-1.224653932,85,8757,2.363877618,2.449116229,5.2911205,863.2,19775
452,1646.8,1734.69,1804.79,1822.58,0,1855.193652,0,373.8654176,4490.084732,1036.364848,4907.162182,952.5002669,678.1006247,524.85,5.356960488,0.693436667,29.2,29.67,29.74,30.14,0,30.66742328,0,2.505516402,2.305635169,-0.587854009,76,8748,2.356949517,2.407910253,5.519570953,856.6,9450
453,1080.4,1326.75,1524.08,1573.43,0,1567.762449,0,1048.459944,3749.830332,2073.968743,4296.268643,217.9225719,780.03478,546.6,4.907402955,1.480581892,20.8,21.81,22.68,23.15,0,23.08146136,0,2.656330653,2.120872276,-1.272106126,67,8739,2.363877618,2.917446801,5.79529006,408.4,11850
454,1424,1424,1424,1424,0,1485.277411,0,0,3559.266615,1036.402034,4256.652717,203.8640529,830.6773732,470.4,4.907402955,0,22.8,22.8,22.8,22.8,0,23.02183676,0,2.720558788,1.945845648,0,88,8760,2.363877618,2.798146786,4.98258123,405.4,19312.5
455,1824.8,1824.8,1824.8,1824.8,0,1882.848109,0,0,4561.510216,517.6664706,4926.754545,954.5457055,695.9475492,524.55,5.356960488,0,28.8,28.8,28.8,28.8,0,29.66680223,0,2.503431947,2.206120678,0,88,8760,2.169760959,2.363877618,5.645754432,859.7,17850
456,1301.2,1542.78,1735.95,1784.36,0,1776.505218,0,1027.127577,4280.398157,2073.549798,4846.944287,931.6192801,730.7137156,432.9,5.356960488,1.480319276,27.6,28.61,29.48,29.95,0,30.40268015,0,2.544023487,2.319806973,-1.271000753,67,8739,2.363877618,2.458406538,4.98297093,863.5,12112.5
457,1264.4,1295.96,1321.34,1327.85,0,1365.448341,0,134.7007861,3295.394131,2592.390818,4838.753459,953.8282507,638.6639172,494.55,5.356960488,1.652085062,25.6,25.67,25.67,26.07,0,26.59503314,0,2.504259543,1.978212138,-1.549719605,85,8758,2.363877618,2.481742164,4.933320693,857.8,22650
458,1798,1798,1798,1798,0,1851.277183,0,0,4494.097155,517.5897712,4859.409407,945.8633705,688.4347455,473.4,5.356960488,0,28.8,28.8,28.8,28.8,0,29.69067842,0,2.508472336,2.215055355,0,88,8760,2.169760959,2.363877618,5.917978407,859.4,17975
459,1546.4,1546.4,1546.4,1546.4,0,1599.787045,0,0,3865.489404,517.8154636,4227.433458,213.446089,758.7260786,503.55,4.907402955,0,22.8,22.8,22.8,22.8,0,23.0676301,0,2.677856039,1.783752163,0,88,8760,2.363877618,2.816975045,4.898661893,406.5,16175
460,1375.6,1463.96,1534.46,1552.32,0,1583.242465,0,375.2996563,3814.663576,1036.499831,4230.622721,210.2364295,770.9750006,497.7,4.907402955,0.69323697,21.6,22.07,22.14,22.54,0,22.70661378,0,2.682007459,1.932906732,-0.58574662,75,8747,2.363877618,2.806041623,4.897133461,408.2,9575
461,1016.8,1101,1168.68,1185.53,0,1211.095161,0,358.9450211,2900.856857,2592.472472,4216.677464,203.8855949,814.2305788,446.85,4.907402955,1.811448005,20.8,20.87,20.87,21.27,0,21.33958941,0,2.712973068,1.95726731,-1.607289026,82,8755,2.363877618,2.955038022,4.983024946,407.2,21112.5
462,1263.2,1344.58,1409.84,1426.29,0,1455.975317,0,346.3287126,3504.161265,2592.31894,4818.483864,941.103876,686.1686969,439.5,5.356960488,1.811384106,26,26.07,26.07,26.47,0,26.99530683,0,2.501411327,1.980825358,-1.595171695,83,8755,2.363877618,2.493724722,4.900484469,872.3,20975
463,1136,1462.65,1723.97,1789.3,0,1759.270884,0,1389.759139,4229.186583,2592.188384,4835.986736,928.6790588,730.9463861,424.65,5.356960488,1.882436262,26,27.48,28.82,29.29,0,29.29264459,0,2.538596059,2.369492861,-1.61078021,64,8737,2.363877618,2.475971871,4.983002316,858.8,13312.5
464,1409.2,1415.31,1420.08,1421.42,0,1470.778815,0,25.55791602,3548.853752,2073.549273,4865.137149,933.1744447,745.851413,434.4,5.356960488,1.262100873,28.4,28.4,28.4,28.4,0,28.96783824,0,2.544023487,2.128212138,-0.978488697,87,8759,2.363877618,2.455794542,4.98297093,856.2,21712.5
465,1174,1208.85,1236.98,1244.03,0,1288.391898,0,148.3526277,3083.002236,2073.804406,4259.085925,204.4972704,814.9273642,487.95,4.907402955,1.343933555,20.8,20.8,20.8,20.8,0,21.30369182,0,2.671057115,1.94606065,-1.238108058,84,8757,2.363877618,2.952033158,5.24715917,401,19775
466,1901.6,1901.6,1901.6,1901.6,0,1931.307914,0,0,4753.839242,0,4753.934443,940.7070781,659.0660738,402.45,5.356960488,0,30.4,30.4,30.4,30.4,0,31.30529224,0,2.534861669,2.224483364,0.080920356,88,8760,2.169760959,2.363877618,5.344900416,864.6,7975
467,1660.8,1660.8,1660.8,1660.8,0,1721.790218,0,0,4151.972626,1036.263182,4820.907856,949.4629119,661.4836535,458.25,5.356960488,0,28.4,28.4,28.4,28.4,0,29.03492247,0,2.508116618,2.172184922,0,88,8760,2.363877618,2.363877618,4.887892516,869.9,17375
468,1160.4,1195.18,1222.91,1229.96,0,1274.282058,0,147.3029284,3048.083401,2073.888186,4225.658187,209.9837787,779.9131171,484.05,4.907402955,1.344063406,20.8,20.8,20.8,20.8,0,21.18502657,0,2.671221141,1.886309882,-1.219184238,84,8757,2.363877618,2.955203598,5.224772485,404.7,19775
469,1023.2,1056.17,1082.49,1089.47,0,1124.809058,0,140.9345106,2697.997665,2592.63546,4232.480942,216.2242953,736.5453562,528,4.907402955,1.672584391,20.4,20.47,20.47,20.87,0,21.07923985,0,2.658538988,1.848625645,-1.549550456,85,8757,2.363877618,2.95512973,5.244740278,404.7,22650
470,1049.2,1294.07,1489.66,1538.94,0,1531.436715,0,1041.579247,3664.981052,2073.884909,4218.063899,210.6048733,765.3977349,490.35,4.907402955,1.480093016,20,21.01,21.88,22.35,0,22.30047597,0,2.671221141,1.944901804,-1.270084598,66,8739,2.363877618,2.962852814,5.224772485,409,11975
471,1646,1732.95,1802.51,1819.9,0,1852.06879,0,369.5158799,4484.656867,1036.200668,4905.79441,932.1007462,768.5323732,453.45,5.356960488,0.693117944,28.8,29.27,29.34,29.74,0,30.32843214,0,2.536641707,2.403615679,-0.589142735,75,8747,2.363877618,2.417684191,4.982646973,852.8,9712.5
